,R_ADJ,R_AGP,R_AGU,R_ALR,R_AOQ,R_APM,R_AQV,R_ARD,R_AUI,R_AUQ,R_AUW,R_AWD,R_AWG,R_AXC,R_BAA,R_BCJ,R_BFU,R_BGS,R_BJO,R_BMT,R_BPM,R_BRL,R_BSP,R_BUC,R_CAT,R_CGJ,R_CKP,R_CNB,R_CNW,R_CRA,R_CRG,R_CSA,R_CSY,R_CUG,R_CVR,R_CZU,R_DBI,R_DBQ,R_DBZ,R_DMT,R_DNW,R_DTF,R_DTS,R_DVH,R_DXQ,R_DXV,R_EAM,R_EBT,R_EER,R_EIH
R_ADJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14869746279191418,0.4261466067329811,0.17768668789497954,0.1932459684849613,0.11428955444422409,0.11580620830305345,0.2700275264408471,0.40353883767389714,0.3499715128515839,0.11390281772811675,0.14261489561446217,0.2974548419800566,0.15462567919739553,0.13655564938998355,0.09437969738452148,0.21081582504263424,0.12701277910436085,0.3856429295612437,0.15587104202321392,0.20265852018198793,0.23979676620005963,0.24372615700863676,0.44741467709272476,0.1898755572204661,0.1283076430402734,0.13645755417905117,0.13150863658964398,0.27522646041934207,0.3051188055718749,0.14554164828896163,0.2659023933150817,0.16217880412237745,0.3083239610863533,0.1742221656107345,0.3447782031698588,0.18492332068730666,0.3430254151180764,0.341277929272368,0.35975379562317816,0.3913640683047644,0.1445542696521779
R_AGP,4.625718023280353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26670359304233027,0.217496014739461,0.2530561518979488,0.4110237891517496,0.5556670097378821,0.24782862486338716,0.18065681391004532,0.09415626558038584,0.03429710910127293,0.21378061835139267,0.1286674614138602,0.12398425419230698,0.19907251530951317,0.21096334553652119,0.23135381079976688,0.18440399412873448,0.22883933406668405,0.2561231727984754,0.15243370187795777,0.4703892000371779,0.2539389755223148,0.16733376877249762,0.08425057020046253,0.21070237425065586,0.2881566933848276,0.2353182501644572,0.3030375314077092,0.2044109548014861,0.12020652087520839,0.251925849504002,0.07745674088923661,0.3856756479869706,0.06567558691384665,0.1294977918512806,0.13389243179279586,0.15812682088978047,0.10642225225421559,0.12882326480400363,0.18065054764640376,0.14999443216417885,0.11175475418284711
R_AGU,1.8242814702677905,1.1125220252911154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13801880302242844,0.20909919514621922,0.23655098339033787,0.23131485321856,0.30706513183387285,0.1773700696164884,0.051906815679474264,0.25064530395786855,0.18276830370085034,0.10269523041338134,0.13970817343188585,0.24743260593961208,0.18384717448229357,0.0994212888671767,0.08423387633197456,0.14931325766524609,0.24922228147480427,0.23386448688435132,0.09612341139044973,0.2862958333739468,0.27321472947635966,0.0551159841646005,0.26666429996815616,0.23333290244796712,0.12893680348502595,0.14831185698710111,0.12099853580185446,0.23487541771213521,0.1352863982514621,0.05466235754454424,0.13668610407258386,0.15828378986999023,0.14824120711299882,0.09199722398317975,0.17330449856914196,0.06485651124792964,0.22356360547943682,0.16848503398734135,0.17238028156529328,0.21353147181920465,0.06467029956178393
R_ALR,2.529524320677231,2.2778356485958438,1.078883066780243,0.0,0.0,0.0,0.0,0.0,0.0,0.42722000291175355,0.21492233871250463,0.37603969819414146,0.5660250578029339,0.6696087856503379,0.3513994479394764,0.25463895029822203,0.1784747285849835,0.15649076893744393,0.329677196252505,0.24436926844009188,0.20077261196778423,0.2957416126142428,0.3837426880610721,0.39616310594290793,0.2884549843247676,0.37878423221763124,0.33695090726873594,0.267493153605121,0.6289097572032019,0.4423570538543754,0.214844599669715,0.20086663845912248,0.2999705643935538,0.4209250911270115,0.34237199221778486,0.4743046843311428,0.37900522525120645,0.19375346148632908,0.42159499630512526,0.12190976105298984,0.5032207348111273,0.17541592727214803,0.24166061551527765,0.09132139779716165,0.26899480503964557,0.20046827386873378,0.09840170790510674,0.27984382984274925,0.0999388596860307,0.2141933510086816
R_AOQ,0.07510861527137562,3.6364235301409944,1.5929192819609772,2.0401725717732915,0.0,0.0,0.0,0.0,0.0,0.22587547169172015,0.602900140268128,0.2624700253554183,0.27123994223038383,0.1830903014636385,0.11627294117027971,0.36682922994239414,0.41665519491909525,0.419561529736445,0.14881230781569674,0.1380922834031617,0.30562588277558606,0.163962549740719,0.2130548527471431,0.18139957187191696,0.2587458741165295,0.19370640446948958,0.40656142796024247,0.18575737823296606,0.2821179879481858,0.34352357180035614,0.35880140217718387,0.4777904915526839,0.21934532786673896,0.21446772947070541,0.1430815207636126,0.21028972011918526,0.37373573369198004,0.40379213011104675,0.25363719692301334,0.36646314581148415,0.24372574065036606,0.39197394562436716,0.21343026542352445,0.4442891680060529,0.24983702352545037,0.243520363753428,0.4438114297517907,0.4661683575558017,0.4710362846605119,0.24721918638947452
R_APM,2.8801204245079184,2.127038770148487,1.273551238493747,1.153133217737527,2.3998947594537885,0.0,0.0,0.0,0.0,0.365697293307849,0.18567051304976667,0.32949374001116766,0.5239564639834294,0.5854071399912685,0.2793552831363252,0.22181295415470417,0.1390775489080113,0.07356614339539212,0.2448408944459546,0.20114778834436284,0.15399408105861473,0.252756448576415,0.31043051008310507,0.28718219261228284,0.19434226206336352,0.3292343563861106,0.2506346857662355,0.1958496983758882,0.5223301544479385,0.4000308992739747,0.1589800583728963,0.17320111724398116,0.2374025509031892,0.325064635057285,0.2713976508656119,0.3705699427538842,0.34831775158763156,0.16423774566702629,0.3246978498621192,0.09530850814496417,0.42848887289275955,0.006085979178513126,0.17352901664309847,0.15008708793135553,0.18858944855245505,0.12594650430557416,0.14196882513229173,0.08094676015064392,0.15921952745998336,0.18037399577374955
R_AQV,2.0584068094173444,13.277640551898525,7.148055595861908,8.65984743914851,1.3638683443352495,9.147605077564135,0.0,0.0,0.0,0.28082563859750653,0.864803678264366,0.27710102325508496,0.326149623694264,0.21555751677616491,0.29013865072871114,0.44270901700419907,0.6078051110159444,0.6229186072750812,0.28054393385294524,0.34162941496736615,0.47948791861206336,0.33925067834140576,0.32292059181214333,0.3109136649653573,0.4244276597538591,0.26889445225368147,0.5811049290120558,0.3588531625353516,0.24566863047651044,0.37798470723607225,0.4871836824367069,0.6242197530830533,0.354453943472947,0.2983039054504624,0.3002412104481828,0.29896488457349923,0.4205053429792844,0.6374111392824413,0.3791232799218542,0.5776658260656634,0.319653452484383,0.6107947140090224,0.40704074148007185,0.6574047335387349,0.4396015777681097,0.5393449333269015,0.6663506209231793,0.6950605131519696,0.6841958374990939,0.32205391256599736
R_ARD,1.824285392339157,3.6682060939821897,1.8257774318074478,1.2114768696778053,1.6744668634037316,2.038218939997183,7.362280091789964,0.0,0.0,0.3956749502974959,0.43555963446368573,0.2596862804932282,0.44992852648120923,0.6343963467517868,0.31885205825669966,0.2684566726311228,0.19343180098676718,0.20508453440900806,0.36839989293874864,0.24100553337973862,0.15877884972758807,0.24851357115274986,0.34729481591739536,0.38486219748962863,0.203469207815389,0.2999700148765709,0.22062030745585992,0.28536906507639104,0.6546835086052363,0.23326330531141354,0.16226705932333163,0.1925487100028499,0.22462453765985824,0.40020749247981025,0.32228662856081364,0.5108730289912878,0.18190233375913956,0.2550236936385391,0.465304360367893,0.12220233957105835,0.5067874774247433,0.20347801809973967,0.2666897711942259,0.19781827283760442,0.32324814487159464,0.25300178066381623,0.22503902404805198,0.33108153570524723,0.20354996034150613,0.19238615064749423
R_AUI,1.076257748757833,8.6049944815275,1.266649913445816,2.3686926304197335,0.8857557033582679,3.522011742657409,3.996194267179969,4.279874695207197,0.0,0.1547978304314235,0.4413499697498105,0.28951120103214006,0.22602483372978505,0.1731263277521218,0.12985751919747765,0.21445291820674847,0.44488707088527013,0.3678912298782046,0.06140606727961494,0.1554077376075419,0.35290125574858827,0.19191824667900717,0.14659707322964033,0.08801826308277247,0.25101516601636675,0.23781364022557633,0.48035616634655826,0.13207540530679865,0.2375391459534586,0.3503817045100144,0.2418508525867281,0.5242373965332991,0.2805527087985291,0.1066910214476527,0.08851333362531716,0.029364321647321095,0.39005855737057893,0.2981395903668014,0.061890094298708044,0.30381712988675696,0.052865965842973345,0.33256853396284614,0.10524084621225306,0.36233260298639625,0.1190561972764564,0.33621124121812845,0.35663593558226514,0.3389593168242895,0.4088657307475629,0.20180924443227277
R_AUQ,0.14869746279191418,0.26670359304233027,0.13801880302242844,0.42722000291175355,0.22587547169172015,0.365697293307849,0.28082563859750653,0.3956749502974959,0.1547978304314235,0.0,0.4572115550887429,0.20433817134090965,0.10159029543472087,0.23863134291662408,0.11867853539400908,0.1585192891702331,0.38324814696848913,0.3158977884719554,0.11912636958002225,0.16680894378704916,0.3169654162134387,0.1491293348776125,0.05402725010248011,0.13870369939135638,0.26089777789618807,0.1245554282832418,0.4555311859789036,0.08817864155941457,0.22175351897338966,0.24869935821949843,0.2665493277854572,0.381180299912102,0.2335275349157227,0.17280229181738316,0.12554744418073066,0.14851882449670134,0.2628832999715711,0.27848315572944765,0.1011664143583521,0.2939534555109614,0.11939048370417792,0.3042309838629152,0.11800711640114714,0.3363955325191948,0.1219895123314916,0.2966946199715038,0.3458898189306993,0.35810040112242536,0.376985995154707,0.10504086336390259
R_AUW,0.4261466067329811,0.217496014739461,0.20909919514621922,0.21492233871250463,0.602900140268128,0.18567051304976667,0.864803678264366,0.43555963446368573,0.4413499697498105,0.4572115550887429,0.0,0.5148943172617032,0.7740647554623321,0.7780830880502936,0.4103887949625589,0.23075110792767306,0.2774219146460421,0.2185118278890228,0.2508852012903851,0.25205696844113723,0.3179904732897606,0.38069162649418087,0.3473047478095997,0.24889684305265578,0.3820978634162088,0.49369439032435836,0.5599328986037496,0.2249900259622318,0.6763138462199964,0.5979036816960689,0.30428126765554975,0.3857361481501999,0.40061581115122497,0.4244718252787046,0.35720386740536847,0.3733025084791547,0.5742516756090192,0.11908228185872216,0.22414124680704595,0.15849898861618025,0.551147688287627,0.17011110135444052,0.1833871437470452,0.09047412290639686,0.17334103198424503,0.2839527169069625,0.057788826025309215,0.0892163606189074,0.10685388317949598,0.19017195029022976
R_AWD,0.17768668789497954,0.2530561518979488,0.23655098339033787,0.37603969819414146,0.2624700253554183,0.32949374001116766,0.27710102325508496,0.2596862804932282,0.28951120103214006,0.20433817134090965,0.5148943172617032,0.0,0.2300649172109614,0.3488836669972269,0.1991497755385466,0.24304466855712542,0.3137352534909114,0.31307099126821974,0.24711977516766614,0.17252211720420785,0.2049884636269909,0.17499342482491884,0.15580983962138029,0.13178081312524528,0.17068505261321817,0.13006912497569229,0.2732395612723237,0.20937962812360533,0.3025265966051088,0.15945327245958288,0.21708505062703123,0.3186014953689504,0.1103812228008132,0.15177030613796605,0.22816461391889842,0.27410278407660105,0.14270643588634235,0.34733684064324516,0.25189437317952373,0.26372731404555755,0.27288220894917453,0.3025634249805841,0.27830205371950034,0.3570809613725229,0.26938872305488226,0.3265753478606711,0.36185605049941977,0.40010213680485474,0.3709750187385465,0.13564564817256478
R_AWG,0.1932459684849613,0.4110237891517496,0.23131485321856,0.5660250578029339,0.27123994223038383,0.5239564639834294,0.326149623694264,0.44992852648120923,0.22602483372978505,0.10159029543472087,0.7740647554623321,0.2300649172109614,0.0,0.26897185065699664,0.15974093689400176,0.24385327404271676,0.5005355619553914,0.48064641692051274,0.21047599672424722,0.20733993264855796,0.4310072708793482,0.17609994934291515,0.11879803902016524,0.18559271002044742,0.31629017269283943,0.13433791883340393,0.5158743211663261,0.16818334417898373,0.2699923798171447,0.25108874292914046,0.3432163038001656,0.4866809642553346,0.30412835984723335,0.2151310506787199,0.16560665057260504,0.2178223640360768,0.3120312402334292,0.47497076250913695,0.20207360971963448,0.4809324043789336,0.15972565573651842,0.47887162880706563,0.2110538703603702,0.5124922547674643,0.23522995224695553,0.3407392554865798,0.5340505233181629,0.5528753085573356,0.5726401732599565,0.17239659126678702
R_AXC,0.11428955444422409,0.5556670097378821,0.30706513183387285,0.6696087856503379,0.1830903014636385,0.5854071399912685,0.21555751677616491,0.6343963467517868,0.1731263277521218,0.23863134291662408,0.7780830880502936,0.3488836669972269,0.26897185065699664,0.0,0.17524750118085117,0.39070584637120004,0.6102878247039187,0.5974597961343909,0.16613675865026836,0.30239622520418047,0.5077689528078065,0.30727885708678565,0.27795977491514096,0.2338676912354967,0.3841131413392364,0.2703909638328954,0.5664485525396221,0.2792671029094944,0.22790030164680225,0.42746152921888825,0.42508683450302304,0.6419579436618564,0.3818280481731314,0.21372760728640353,0.1811835455303941,0.1632239101992333,0.45941683617519236,0.5605963913313637,0.21805704804869383,0.54288905632882,0.19693995747858617,0.5586013202716975,0.27921925339980436,0.6174363068503784,0.31291153841785363,0.4873114950554299,0.6094261482574069,0.607171830882139,0.645261063330682,0.3194117498550662
R_BAA,0.11580620830305345,0.24782862486338716,0.1773700696164884,0.3513994479394764,0.11627294117027971,0.2793552831363252,0.29013865072871114,0.31885205825669966,0.12985751919747765,0.11867853539400908,0.4103887949625589,0.1991497755385466,0.15974093689400176,0.17524750118085117,0.0,0.22577534071925878,0.3067771818434624,0.27111070069726056,0.07373976093835284,0.04492487448277753,0.22377913853959877,0.07061449395060636,0.08147908869007955,0.08031971737667236,0.1773852974813176,0.12433596028404391,0.3374629912663704,0.05418161417590253,0.2550534918259146,0.26903450019750863,0.24180869658637033,0.3639534025009197,0.16341255838648558,0.12130032055032125,0.026808579593332913,0.11895863325611453,0.279552762655209,0.2307086930124253,0.11322466523313998,0.22787218553698949,0.1354942913160608,0.24420925586832562,0.07560628943641975,0.2908306044183012,0.10106721296080065,0.14244050925818333,0.2903124480922953,0.3018314979434021,0.3216121471643472,0.13722003265101246
R_BCJ,0.2700275264408471,0.18065681391004532,0.051906815679474264,0.25463895029822203,0.36682922994239414,0.22181295415470417,0.44270901700419907,0.2684566726311228,0.21445291820674847,0.1585192891702331,0.23075110792767306,0.24304466855712542,0.24385327404271676,0.39070584637120004,0.22577534071925878,0.0,0.29309853694831306,0.2226955771275466,0.17760149422163,0.20420498693632372,0.2896235470537929,0.22186001057330296,0.13090464839451366,0.1623961044298597,0.20020394170440373,0.2660665902370244,0.292824238597121,0.14577670014543803,0.3611653022883313,0.2678469399997092,0.11102719904632409,0.30299434188300306,0.27318393555219833,0.18852848610753675,0.20165149544766733,0.2001433044285945,0.22340133411338114,0.0991256441939621,0.1315312433367316,0.17653155761482778,0.2256446203978828,0.1931708474094298,0.15415082432213698,0.16196663516113197,0.126926363104631,0.2621234159707615,0.15739780827921335,0.21730992186172426,0.20244424611107664,0.09836329018749307
R_BFU,0.40353883767389714,0.09415626558038584,0.25064530395786855,0.1784747285849835,0.41665519491909525,0.1390775489080113,0.6078051110159444,0.19343180098676718,0.44488707088527013,0.38324814696848913,0.2774219146460421,0.3137352534909114,0.5005355619553914,0.6102878247039187,0.3067771818434624,0.29309853694831306,0.0,0.09441545723576063,0.2974414202909463,0.17931321636746547,0.11016658020418021,0.22719622019600835,0.3395063624140407,0.335986281233468,0.2010133737677931,0.3085520806338687,0.26678461291504063,0.22653060741455722,0.5729796623952921,0.3647746570782174,0.23187389513935713,0.08218322569466147,0.21890126730655698,0.3760916785010134,0.29665254604744407,0.43913701751869233,0.3233525013088502,0.2150150427724476,0.3940432574934219,0.10395974335213254,0.46686448843422357,0.11066372659362325,0.2099716482568187,0.18314499539633528,0.24969889940073337,0.13897506814682756,0.17789301327285592,0.25069617894092944,0.19311500895971603,0.2151852864578186
R_BGS,0.3499715128515839,0.03429710910127293,0.18276830370085034,0.15649076893744393,0.419561529736445,0.07356614339539212,0.6229186072750812,0.20508453440900806,0.3678912298782046,0.3158977884719554,0.2185118278890228,0.31307099126821974,0.48064641692051274,0.5974597961343909,0.27111070069726056,0.2226955771275466,0.09441545723576063,0.0,0.2439393406958688,0.15282739125065234,0.1227850387275791,0.2232324451463053,0.2680892717734938,0.2757919528310865,0.2128665841485039,0.2854134760159584,0.29184451667011124,0.17438762433623278,0.5161425575640259,0.37760100930093937,0.21074821736856925,0.09801814123366417,0.2224212455037613,0.31606851432102445,0.25934338604964186,0.36189945987357885,0.34197818889449344,0.1434272015933075,0.31006313920921874,0.07836642499538875,0.4291902213437728,0.04924095923800806,0.1527184725693797,0.1448183368533775,0.1864716354004439,0.06942117244577627,0.13228532072929497,0.18517351301978238,0.14474660724916938,0.16167365898975733
R_BJO,0.11390281772811675,0.21378061835139267,0.10269523041338134,0.329677196252505,0.14881230781569674,0.2448408944459546,0.28054393385294524,0.36839989293874864,0.06140606727961494,0.11912636958002225,0.2508852012903851,0.24711977516766614,0.21047599672424722,0.16613675865026836,0.07373976093835284,0.17760149422163,0.2974414202909463,0.2439393406958688,0.0,0.06479741505380412,0.23884844937999533,0.10847128321248237,0.10553793599072493,0.05803392369072024,0.18928851711660838,0.18140345425184728,0.3823825313505792,0.059469313590539065,0.22099400226397087,0.32645488112725857,0.2191308488327799,0.3721417083405542,0.2112401645844927,0.07902459331846434,0.043961569720348224,0.053529523511753926,0.3635734432989778,0.16219981175597317,0.052084404548742386,0.17069505973009483,0.08679951791840251,0.20695953378329696,0.03453977736872598,0.22925127457798528,0.0457916501311664,0.1548574373454131,0.21809724976652287,0.21229567268992014,0.2801418916840074,0.12753901108654758
R_BMT,0.14261489561446217,0.1286674614138602,0.13970817343188585,0.24436926844009188,0.1380922834031617,0.20114778834436284,0.34162941496736615,0.24100553337973862,0.1554077376075419,0.16680894378704916,0.25205696844113723,0.17252211720420785,0.20733993264855796,0.30239622520418047,0.04492487448277753,0.20420498693632372,0.17931321636746547,0.15282739125065234,0.06479741505380412,0.0,0.14501192593258566,0.03337113882315824,0.11184928228278657,0.0727506728670165,0.12838853087071894,0.11211042784154537,0.28750629682820694,0.06552485318173182,0.31035154172632173,0.24085013297525265,0.19200907212561855,0.2187681681368222,0.11600515815021169,0.10681320319039461,0.06557622035877526,0.1440022298115908,0.26049657377226265,0.13950691956962175,0.11643912004596933,0.13307548836086497,0.1824923877521306,0.1630741673506912,0.05182457320811616,0.1882922613495553,0.06989218761633625,0.09471932585797992,0.19401587611278875,0.2061566046180245,0.23927058035269153,0.13095424607398226
R_BPM,0.2974548419800566,0.12398425419230698,0.24743260593961208,0.20077261196778423,0.30562588277558606,0.15399408105861473,0.47948791861206336,0.15877884972758807,0.35290125574858827,0.3169654162134387,0.3179904732897606,0.2049884636269909,0.4310072708793482,0.5077689528078065,0.22377913853959877,0.2896235470537929,0.11016658020418021,0.1227850387275791,0.23884844937999533,0.14501192593258566,0.0,0.16802644871538847,0.2686281115497525,0.2382304073481737,0.1318156966005987,0.2200960392707503,0.15461179723574822,0.189974629340904,0.468376756785532,0.3036740782492221,0.19604592773154922,0.1683401342484217,0.10779616499652656,0.27252891508102645,0.22584092965480182,0.34575826564270384,0.2541327967489597,0.21276067211568192,0.3178630609038014,0.10847383170670441,0.3858379138119432,0.13422524234522418,0.17950054186830536,0.19819998057774893,0.21835792678537022,0.15877411401640376,0.20220549314852,0.27000287238001935,0.21607366148468216,0.21909570543483448
R_BRL,0.15462567919739553,0.19907251530951317,0.18384717448229357,0.2957416126142428,0.163962549740719,0.252756448576415,0.33925067834140576,0.24851357115274986,0.19191824667900717,0.1491293348776125,0.38069162649418087,0.17499342482491884,0.17609994934291515,0.30727885708678565,0.07061449395060636,0.22186001057330296,0.22719622019600835,0.2232324451463053,0.10847128321248237,0.03337113882315824,0.16802644871538847,0.0,0.11872598680397234,0.09086502509178918,0.1391999773954323,0.11842900520501547,0.28990986188306805,0.06885370451997672,0.31221413253127683,0.23675939215450392,0.2358932651873716,0.28917322203247514,0.1145992456346511,0.13790229433394224,0.06417035981971224,0.18036449614528294,0.25190167178104617,0.2099119734652747,0.1575613379905189,0.1892933441078688,0.2060427000306697,0.21794680528834298,0.09596357425852388,0.2525539581378493,0.11403118866674397,0.12809046468113813,0.2638957160859556,0.2804596070887576,0.29064292452684254,0.13335463981709933
R_BSP,0.13655564938998355,0.21096334553652119,0.0994212888671767,0.3837426880610721,0.2130548527471431,0.31043051008310507,0.32292059181214333,0.34729481591739536,0.14659707322964033,0.05402725010248011,0.3473047478095997,0.15580983962138029,0.11879803902016524,0.27795977491514096,0.08147908869007955,0.13090464839451366,0.3395063624140407,0.2680892717734938,0.10553793599072493,0.11184928228278657,0.2686281115497525,0.11872598680397234,0.0,0.07047826145652916,0.21409299774864599,0.10206108955503727,0.38102402763767734,0.054939870437723866,0.24159156464691586,0.20065700685874016,0.2128748951998589,0.3302243752724477,0.18349660748099245,0.10472760353404702,0.11103657910773446,0.13347405345029972,0.21580288002873138,0.20616684672266,0.08440024813386303,0.21142300322652818,0.1367469994664795,0.24137162040426471,0.10239800806728824,0.2577270563245362,0.07750605280710096,0.26201594944536805,0.26282960823322776,0.2825685748498997,0.3140990574110459,0.07259413594355038
R_BUC,0.09437969738452148,0.23135381079976688,0.08423387633197456,0.39616310594290793,0.18139957187191696,0.28718219261228284,0.3109136649653573,0.38486219748962863,0.08801826308277247,0.13870369939135638,0.24889684305265578,0.13178081312524528,0.18559271002044742,0.2338676912354967,0.08031971737667236,0.1623961044298597,0.335986281233468,0.2757919528310865,0.05803392369072024,0.0727506728670165,0.2382304073481737,0.09086502509178918,0.07047826145652916,0.0,0.1376775767747243,0.11974634833380057,0.3168930881383624,0.09679197457849872,0.24099457948001296,0.18749970095535887,0.1648013814432861,0.384573423187152,0.13590550568089432,0.043509320307595335,0.10385886367584171,0.07811584552988396,0.2112531102848516,0.1781611493388457,0.059800163811562106,0.1717577108394918,0.12022872804578269,0.2280418060069347,0.08327396171359205,0.2420030055373463,0.07404719738650387,0.27470154973703464,0.21847184544935422,0.23020077876290923,0.3123512059432388,0.09791680658337734
R_CAT,0.21081582504263424,0.18440399412873448,0.14931325766524609,0.2884549843247676,0.2587458741165295,0.19434226206336352,0.4244276597538591,0.203469207815389,0.25101516601636675,0.26089777789618807,0.3820978634162088,0.17068505261321817,0.31629017269283943,0.3841131413392364,0.1773852974813176,0.20020394170440373,0.2010133737677931,0.2128665841485039,0.18928851711660838,0.12838853087071894,0.1318156966005987,0.1391999773954323,0.21409299774864599,0.1376775767747243,0.0,0.16045192728359198,0.11371695052179978,0.17285714315775574,0.39193509740146243,0.2669522866212196,0.09301210930953263,0.2673937926081894,0.11173694550170972,0.15152189765077959,0.19451565441176444,0.24533201836331564,0.2601743960027274,0.23165559760558338,0.22524398898581427,0.1434919426063019,0.2801951903750929,0.17361366933663697,0.17372162928917514,0.24999832861525126,0.18863839797397786,0.20187633031611654,0.24429149591004726,0.2698543365246059,0.25186116957202626,0.1824321944149524
